video_id,label,frames,label_id,shape,format
29857,Pulling Hand In,37,3,"(100, 176)",JPEG
29858,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
29861,Thumb Down,37,19,"(100, 176)",JPEG
29863,Rolling Hand Forward,37,8,"(100, 176)",JPEG
29867,Doing other things,37,0,"(100, 176)",JPEG
29875,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
29876,Rolling Hand Forward,37,8,"(100, 176)",JPEG
29883,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
29885,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
29887,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
29888,Stop Sign,37,14,"(100, 176)",JPEG
29889,Rolling Hand Backward,37,7,"(100, 132)",JPEG
29890,Pulling Hand In,37,3,"(100, 132)",JPEG
29891,Swiping Up,37,18,"(100, 132)",JPEG
29894,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
29899,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
29900,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
29902,No gesture,37,2,"(100, 176)",JPEG
29909,Thumb Down,37,19,"(100, 132)",JPEG
29910,Thumb Down,37,19,"(100, 176)",JPEG
29913,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
29924,Swiping Right,37,17,"(100, 176)",JPEG
29928,Swiping Down,37,15,"(100, 176)",JPEG
29930,Pushing Hand Away,37,5,"(100, 176)",JPEG
29931,No gesture,37,2,"(100, 176)",JPEG
29934,Pulling Hand In,37,3,"(100, 176)",JPEG
29937,Rolling Hand Forward,37,8,"(100, 176)",JPEG
29941,Pulling Hand In,37,3,"(100, 176)",JPEG
29944,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
29945,Stop Sign,37,14,"(100, 176)",JPEG
29949,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
29950,Drumming Fingers,37,1,"(100, 132)",JPEG
29957,Thumb Up,37,20,"(100, 176)",JPEG
29959,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
29960,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
29962,Thumb Up,37,20,"(100, 176)",JPEG
29966,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
29969,Doing other things,37,0,"(100, 176)",JPEG
29971,Doing other things,37,0,"(100, 176)",JPEG
29984,Turning Hand Counterclockwise,37,22,"(100, 132)",JPEG
29985,Swiping Down,37,15,"(100, 176)",JPEG
29990,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
29992,Doing other things,37,0,"(100, 176)",JPEG
29993,Swiping Left,37,16,"(100, 176)",JPEG
29995,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
29997,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
29999,Pushing Hand Away,37,5,"(100, 176)",JPEG
30001,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
30004,Thumb Down,37,19,"(100, 176)",JPEG
30005,Swiping Right,37,17,"(100, 176)",JPEG
30006,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
30007,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
30008,Swiping Left,37,16,"(100, 176)",JPEG
30009,Swiping Up,37,18,"(100, 176)",JPEG
30011,Doing other things,37,0,"(100, 176)",JPEG
30013,Rolling Hand Forward,37,8,"(100, 176)",JPEG
30016,No gesture,37,2,"(100, 176)",JPEG
30020,Doing other things,37,0,"(100, 176)",JPEG
30024,Swiping Down,37,15,"(100, 132)",JPEG
30026,Swiping Up,37,18,"(100, 142)",JPEG
30029,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
30030,Swiping Down,37,15,"(100, 176)",JPEG
30033,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
30034,Drumming Fingers,37,1,"(100, 176)",JPEG
30039,Swiping Left,37,16,"(100, 176)",JPEG
30040,Rolling Hand Backward,37,7,"(100, 132)",JPEG
30041,Swiping Down,37,15,"(100, 176)",JPEG
30050,Swiping Down,37,15,"(100, 176)",JPEG
30053,Drumming Fingers,37,1,"(100, 176)",JPEG
30054,Swiping Right,37,17,"(100, 176)",JPEG
30055,Swiping Up,37,18,"(100, 176)",JPEG
30061,Swiping Left,37,16,"(100, 176)",JPEG
30062,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
30064,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
30065,Stop Sign,37,14,"(100, 176)",JPEG
30067,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
30071,Thumb Down,37,19,"(100, 176)",JPEG
30075,Pushing Hand Away,37,5,"(100, 176)",JPEG
30079,Drumming Fingers,37,1,"(100, 176)",JPEG
30081,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
30083,Rolling Hand Backward,37,7,"(100, 176)",JPEG
30086,Stop Sign,37,14,"(100, 132)",JPEG
30089,No gesture,37,2,"(100, 176)",JPEG
30090,Shaking Hand,37,9,"(100, 176)",JPEG
30093,Thumb Down,37,19,"(100, 176)",JPEG
30094,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
30099,Doing other things,37,0,"(100, 176)",JPEG
30104,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
30105,Zooming In With Full Hand,37,23,"(100, 132)",JPEG
30107,Pushing Two Fingers Away,37,6,"(100, 132)",JPEG
30111,Swiping Down,37,15,"(100, 176)",JPEG
30113,Pushing Hand Away,37,5,"(100, 176)",JPEG
30117,No gesture,37,2,"(100, 176)",JPEG
30124,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
30130,Swiping Right,37,17,"(100, 176)",JPEG
30132,Doing other things,37,0,"(100, 176)",JPEG
30134,Swiping Left,37,16,"(100, 176)",JPEG
30135,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
30138,Swiping Down,37,15,"(100, 132)",JPEG
30139,Stop Sign,37,14,"(100, 176)",JPEG
30144,Pulling Hand In,37,3,"(100, 132)",JPEG
30148,Shaking Hand,37,9,"(100, 132)",JPEG
30149,Swiping Up,37,18,"(100, 176)",JPEG
30157,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
30159,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
30166,Doing other things,37,0,"(100, 176)",JPEG
30169,Doing other things,37,0,"(100, 176)",JPEG
30172,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
30174,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
30175,Pulling Hand In,37,3,"(100, 176)",JPEG
30177,Swiping Right,37,17,"(100, 176)",JPEG
30178,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
30179,Rolling Hand Forward,37,8,"(100, 176)",JPEG
30184,Rolling Hand Forward,37,8,"(100, 176)",JPEG
30185,Doing other things,37,0,"(100, 176)",JPEG
30187,Swiping Up,37,18,"(100, 176)",JPEG
30188,Pulling Hand In,37,3,"(100, 176)",JPEG
30193,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
30194,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
30195,Swiping Right,37,17,"(100, 176)",JPEG
30202,Pushing Hand Away,37,5,"(100, 132)",JPEG
30204,Shaking Hand,37,9,"(100, 176)",JPEG
30211,Swiping Right,37,17,"(100, 176)",JPEG
30216,Pulling Hand In,37,3,"(100, 176)",JPEG
30219,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
30220,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
30221,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
30230,Shaking Hand,37,9,"(100, 176)",JPEG
30235,Drumming Fingers,37,1,"(100, 176)",JPEG
30236,Swiping Right,37,17,"(100, 176)",JPEG
30244,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
30247,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
30252,No gesture,37,2,"(100, 176)",JPEG
30253,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
30259,Turning Hand Clockwise,37,21,"(100, 132)",JPEG
30261,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
30262,Swiping Up,37,18,"(100, 176)",JPEG
30263,Swiping Down,37,15,"(100, 176)",JPEG
30264,Swiping Left,37,16,"(100, 176)",JPEG
30265,Pulling Hand In,37,3,"(100, 176)",JPEG
30266,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
30268,Swiping Right,37,17,"(100, 132)",JPEG
30270,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
30273,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
30274,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
30277,Thumb Up,37,20,"(100, 176)",JPEG
30278,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
30282,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
30284,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
30287,Thumb Down,37,19,"(100, 176)",JPEG
30290,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
30292,Rolling Hand Forward,37,8,"(100, 176)",JPEG
30296,Shaking Hand,37,9,"(100, 176)",JPEG
30297,Thumb Up,37,20,"(100, 176)",JPEG
30302,Swiping Left,37,16,"(100, 176)",JPEG
30305,Swiping Down,37,15,"(100, 132)",JPEG
30307,No gesture,37,2,"(100, 176)",JPEG
30308,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
30313,Pushing Hand Away,37,5,"(100, 176)",JPEG
30314,Zooming Out With Full Hand,37,25,"(100, 132)",JPEG
30315,Doing other things,37,0,"(100, 176)",JPEG
30316,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
30319,Doing other things,37,0,"(100, 176)",JPEG
30320,Rolling Hand Backward,37,7,"(100, 132)",JPEG
30321,Stop Sign,37,14,"(100, 176)",JPEG
30322,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
30324,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
30328,Swiping Left,37,16,"(100, 132)",JPEG
30331,Thumb Up,37,20,"(100, 176)",JPEG
30332,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
30336,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
30339,Stop Sign,37,14,"(100, 176)",JPEG
30340,Rolling Hand Backward,37,7,"(100, 176)",JPEG
30342,Swiping Right,37,17,"(100, 176)",JPEG
30350,Rolling Hand Forward,37,8,"(100, 142)",JPEG
30353,Swiping Down,37,15,"(100, 176)",JPEG
30356,Pulling Hand In,37,3,"(100, 176)",JPEG
30359,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
30361,Swiping Up,37,18,"(100, 176)",JPEG
30362,Thumb Down,37,19,"(100, 176)",JPEG
30363,Thumb Down,37,19,"(100, 176)",JPEG
30364,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
30367,No gesture,37,2,"(100, 176)",JPEG
30368,Rolling Hand Forward,37,8,"(100, 176)",JPEG
30372,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
30374,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
30385,Pulling Hand In,37,3,"(100, 132)",JPEG
30389,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
30390,Rolling Hand Forward,37,8,"(100, 132)",JPEG
30391,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
30392,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
30395,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
30399,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
30400,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
30403,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
30404,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
30407,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
30409,Rolling Hand Backward,37,7,"(100, 176)",JPEG
30415,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
30417,Pushing Hand Away,37,5,"(100, 132)",JPEG
30426,Rolling Hand Backward,37,7,"(100, 176)",JPEG
30429,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
30432,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
30433,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
30434,No gesture,37,2,"(100, 176)",JPEG
30440,Pulling Hand In,37,3,"(100, 176)",JPEG
30441,Rolling Hand Backward,37,7,"(100, 176)",JPEG
30442,Swiping Up,37,18,"(100, 176)",JPEG
30444,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
30446,Thumb Down,37,19,"(100, 176)",JPEG
30447,Swiping Up,37,18,"(100, 176)",JPEG
30456,Swiping Up,37,18,"(100, 132)",JPEG
30457,Shaking Hand,37,9,"(100, 176)",JPEG
30464,Rolling Hand Forward,37,8,"(100, 132)",JPEG
30469,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
30470,Swiping Left,37,16,"(100, 176)",JPEG
30471,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
30474,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
30475,Thumb Up,37,20,"(100, 176)",JPEG
30476,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
30478,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
30480,Doing other things,37,0,"(100, 176)",JPEG
30485,Swiping Down,37,15,"(100, 176)",JPEG
30486,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
30490,Pushing Two Fingers Away,37,6,"(100, 132)",JPEG
30492,Thumb Up,37,20,"(100, 176)",JPEG
30493,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
30494,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
30495,No gesture,37,2,"(100, 176)",JPEG
30496,Thumb Up,37,20,"(100, 176)",JPEG
30497,Swiping Left,37,16,"(100, 176)",JPEG
30499,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
30500,Swiping Up,37,18,"(100, 176)",JPEG
30502,Zooming In With Full Hand,37,23,"(100, 132)",JPEG
30505,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
30506,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
30509,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
30510,Rolling Hand Backward,37,7,"(100, 176)",JPEG
30512,Swiping Left,37,16,"(100, 176)",JPEG
30514,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
30515,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
30519,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
30520,Drumming Fingers,37,1,"(100, 176)",JPEG
30525,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
30527,Shaking Hand,37,9,"(100, 176)",JPEG
30528,Rolling Hand Forward,37,8,"(100, 176)",JPEG
30535,Swiping Left,37,16,"(100, 176)",JPEG
30536,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
30538,Thumb Down,37,19,"(100, 176)",JPEG
30540,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
30544,Thumb Down,37,19,"(100, 132)",JPEG
30547,Thumb Up,37,20,"(100, 176)",JPEG
30551,No gesture,37,2,"(100, 176)",JPEG
30553,Turning Hand Counterclockwise,37,22,"(100, 132)",JPEG
30558,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
30571,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
30576,Thumb Down,37,19,"(100, 176)",JPEG
30581,Swiping Up,37,18,"(100, 176)",JPEG
30582,Drumming Fingers,37,1,"(100, 176)",JPEG
30585,Shaking Hand,37,9,"(100, 176)",JPEG
30592,Drumming Fingers,37,1,"(100, 176)",JPEG
30594,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
30596,Swiping Right,37,17,"(100, 176)",JPEG
30597,Rolling Hand Forward,37,8,"(100, 176)",JPEG
30598,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
30601,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
30602,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
30604,Swiping Right,37,17,"(100, 176)",JPEG
30607,Stop Sign,37,14,"(100, 176)",JPEG
30609,Swiping Up,37,18,"(100, 176)",JPEG
30610,Thumb Up,37,20,"(100, 176)",JPEG
30614,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
30617,Pushing Hand Away,37,5,"(100, 176)",JPEG
30619,Pushing Hand Away,37,5,"(100, 176)",JPEG
30620,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
30626,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
30630,Rolling Hand Backward,37,7,"(100, 176)",JPEG
30632,Zooming In With Two Fingers,37,24,"(100, 132)",JPEG
30635,Rolling Hand Backward,37,7,"(100, 176)",JPEG
30642,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
30644,Doing other things,37,0,"(100, 176)",JPEG
30652,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
30655,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
30663,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
30668,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
30673,Pulling Hand In,37,3,"(100, 176)",JPEG
30675,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
30677,No gesture,37,2,"(100, 132)",JPEG
30684,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
30690,No gesture,37,2,"(100, 176)",JPEG
30696,Swiping Right,37,17,"(100, 176)",JPEG
30697,Swiping Up,37,18,"(100, 176)",JPEG
30698,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
30704,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
30705,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
30706,Rolling Hand Forward,37,8,"(100, 176)",JPEG
30708,Swiping Left,37,16,"(100, 132)",JPEG
30709,Doing other things,37,0,"(100, 176)",JPEG
30711,Doing other things,37,0,"(100, 132)",JPEG
30726,Pulling Hand In,37,3,"(100, 176)",JPEG
30728,Drumming Fingers,37,1,"(100, 176)",JPEG
30735,Rolling Hand Backward,37,7,"(100, 176)",JPEG
30740,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
30743,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
30744,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
30750,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
30751,Doing other things,37,0,"(100, 176)",JPEG
30753,Shaking Hand,37,9,"(100, 132)",JPEG
30754,Pulling Hand In,37,3,"(100, 176)",JPEG
30757,Swiping Up,37,18,"(100, 176)",JPEG
30758,Thumb Up,37,20,"(100, 176)",JPEG
30761,Rolling Hand Backward,37,7,"(100, 132)",JPEG
30769,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
30772,Doing other things,37,0,"(100, 176)",JPEG
30778,Shaking Hand,37,9,"(100, 176)",JPEG
30779,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
30780,Swiping Down,37,15,"(100, 176)",JPEG
30781,Stop Sign,37,14,"(100, 132)",JPEG
30785,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
30786,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
30787,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
30789,Stop Sign,37,14,"(100, 176)",JPEG
30795,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
30799,Doing other things,37,0,"(100, 176)",JPEG
30802,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
30805,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
30813,Shaking Hand,37,9,"(100, 176)",JPEG
30814,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
30816,Swiping Right,37,17,"(100, 176)",JPEG
30818,Shaking Hand,37,9,"(100, 176)",JPEG
30823,Thumb Up,37,20,"(100, 176)",JPEG
30826,Rolling Hand Forward,37,8,"(100, 176)",JPEG
30830,Rolling Hand Backward,37,7,"(100, 132)",JPEG
30834,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
30837,Stop Sign,37,14,"(100, 176)",JPEG
30840,Swiping Up,37,18,"(100, 176)",JPEG
30842,No gesture,37,2,"(100, 176)",JPEG
30849,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
30850,Rolling Hand Forward,37,8,"(100, 176)",JPEG
30854,Pushing Hand Away,37,5,"(100, 176)",JPEG
30859,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
30862,Stop Sign,37,14,"(100, 176)",JPEG
30863,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
30865,Doing other things,37,0,"(100, 132)",JPEG
30875,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
30880,No gesture,37,2,"(100, 176)",JPEG
30883,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
30886,Rolling Hand Forward,37,8,"(100, 176)",JPEG
30887,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
30889,Rolling Hand Backward,37,7,"(100, 176)",JPEG
30891,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
30892,Swiping Left,37,16,"(100, 176)",JPEG
30893,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
30895,Swiping Right,37,17,"(100, 176)",JPEG
30898,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
30899,Thumb Down,37,19,"(100, 176)",JPEG
30906,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
30907,Pushing Hand Away,37,5,"(100, 176)",JPEG
30912,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
30916,Thumb Down,37,19,"(100, 176)",JPEG
30918,Pulling Hand In,37,3,"(100, 132)",JPEG
30920,Thumb Down,37,19,"(100, 176)",JPEG
30921,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
30926,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
30927,Doing other things,37,0,"(100, 176)",JPEG
30932,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
30934,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
30935,Drumming Fingers,37,1,"(100, 176)",JPEG
30942,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
30943,Rolling Hand Forward,37,8,"(100, 176)",JPEG
30945,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
30947,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
30950,Swiping Down,37,15,"(100, 132)",JPEG
30952,Rolling Hand Backward,37,7,"(100, 176)",JPEG
30957,Pushing Hand Away,37,5,"(100, 176)",JPEG
30961,Shaking Hand,37,9,"(100, 176)",JPEG
30967,Swiping Right,37,17,"(100, 176)",JPEG
30968,Thumb Up,37,20,"(100, 176)",JPEG
30970,Swiping Down,37,15,"(100, 176)",JPEG
30976,Rolling Hand Backward,37,7,"(100, 176)",JPEG
30978,Stop Sign,37,14,"(100, 176)",JPEG
30979,Swiping Right,37,17,"(100, 176)",JPEG
30983,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
30984,Doing other things,37,0,"(100, 176)",JPEG
30986,Pushing Hand Away,37,5,"(100, 176)",JPEG
30990,Pulling Hand In,37,3,"(100, 176)",JPEG
30991,Stop Sign,37,14,"(100, 176)",JPEG
30993,Swiping Up,37,18,"(100, 176)",JPEG
30994,Thumb Up,37,20,"(100, 176)",JPEG
30995,No gesture,37,2,"(100, 176)",JPEG
31000,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
31001,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
31003,Thumb Up,37,20,"(100, 176)",JPEG
31004,Doing other things,37,0,"(100, 176)",JPEG
31005,Swiping Left,37,16,"(100, 176)",JPEG
31006,Drumming Fingers,37,1,"(100, 176)",JPEG
31008,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
31009,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
31010,Doing other things,37,0,"(100, 176)",JPEG
31016,Doing other things,37,0,"(100, 176)",JPEG
31019,Thumb Up,37,20,"(100, 176)",JPEG
31024,Rolling Hand Forward,37,8,"(100, 176)",JPEG
31028,Rolling Hand Backward,37,7,"(100, 176)",JPEG
31034,Swiping Up,37,18,"(100, 176)",JPEG
31037,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
31040,Swiping Right,37,17,"(100, 132)",JPEG
31041,Swiping Left,37,16,"(100, 176)",JPEG
31045,Doing other things,37,0,"(100, 176)",JPEG
31046,Pulling Hand In,37,3,"(100, 176)",JPEG
31050,Thumb Down,37,19,"(100, 176)",JPEG
31052,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
31053,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
31054,Doing other things,37,0,"(100, 176)",JPEG
31055,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
31058,Swiping Down,37,15,"(100, 176)",JPEG
31059,No gesture,37,2,"(100, 176)",JPEG
31064,Doing other things,37,0,"(100, 176)",JPEG
31068,Rolling Hand Backward,37,7,"(100, 176)",JPEG
31073,Rolling Hand Forward,37,8,"(100, 132)",JPEG
31078,Stop Sign,37,14,"(100, 176)",JPEG
31079,Swiping Down,37,15,"(100, 176)",JPEG
31083,Rolling Hand Forward,37,8,"(100, 176)",JPEG
31090,Thumb Down,37,19,"(100, 176)",JPEG
31094,Drumming Fingers,37,1,"(100, 176)",JPEG
31100,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
31104,Pulling Hand In,37,3,"(100, 176)",JPEG
31111,Swiping Up,37,18,"(100, 132)",JPEG
31114,Pushing Hand Away,37,5,"(100, 176)",JPEG
31118,Zooming In With Two Fingers,37,24,"(100, 132)",JPEG
31122,Pushing Two Fingers Away,37,6,"(100, 132)",JPEG
31123,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
31125,No gesture,37,2,"(100, 176)",JPEG
31127,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
31130,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
31132,Pulling Hand In,37,3,"(100, 176)",JPEG
31133,Drumming Fingers,37,1,"(100, 176)",JPEG
31134,Zooming Out With Full Hand,37,25,"(100, 132)",JPEG
31135,Stop Sign,37,14,"(100, 176)",JPEG
31142,Rolling Hand Backward,37,7,"(100, 176)",JPEG
31146,No gesture,37,2,"(100, 176)",JPEG
31149,Swiping Right,37,17,"(100, 176)",JPEG
31150,Thumb Down,37,19,"(100, 176)",JPEG
31152,Drumming Fingers,37,1,"(100, 176)",JPEG
31156,Pushing Hand Away,37,5,"(100, 176)",JPEG
31158,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
31159,Swiping Right,37,17,"(100, 176)",JPEG
31160,Pulling Hand In,37,3,"(100, 176)",JPEG
31168,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
31169,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
31171,Stop Sign,37,14,"(100, 176)",JPEG
31174,Swiping Right,37,17,"(100, 176)",JPEG
31176,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
31177,Rolling Hand Backward,37,7,"(100, 176)",JPEG
31180,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
31181,Drumming Fingers,37,1,"(100, 176)",JPEG
31183,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
31185,Drumming Fingers,37,1,"(100, 176)",JPEG
31188,Swiping Left,37,16,"(100, 176)",JPEG
31190,Doing other things,37,0,"(100, 176)",JPEG
31196,Rolling Hand Backward,37,7,"(100, 176)",JPEG
31203,Pulling Hand In,37,3,"(100, 132)",JPEG
31209,Doing other things,37,0,"(100, 176)",JPEG
31216,Thumb Up,37,20,"(100, 176)",JPEG
31223,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
31228,Shaking Hand,37,9,"(100, 176)",JPEG
31231,Swiping Down,37,15,"(100, 132)",JPEG
31232,Rolling Hand Forward,37,8,"(100, 176)",JPEG
31238,No gesture,37,2,"(100, 132)",JPEG
31240,Stop Sign,37,14,"(100, 132)",JPEG
